date,base_price,cost,price,competitor_price,discount_pct,promo_flag,holiday_flag,inflation_index,unemployment_index,stock,quantity,revenue,margin,day_of_week,month,week_of_year,is_weekend,price_diff,relative_price_index,promo_intensity,unit_margin,stock_cover_ratio,lag_quantity_1,lag_quantity_7,rolling_quantity_7,rolling_price_7,product_id_SKU001,product_id_SKU002,product_id_SKU003,product_id_SKU004,product_id_SKU005,product_id_SKU006,product_id_SKU007,product_id_SKU008,product_id_SKU009,product_id_SKU010,product_id_SKU011,product_id_SKU012,product_id_SKU013,product_id_SKU014,product_id_SKU015,category_Beverages,category_Dairy,category_Household,category_Personal Care,category_Snacks,region_Gauteng,region_KwaZulu-Natal,region_Western Cape,store_format_Convenience,store_format_Hyper,store_format_Supermarket
2025-01-11,54.33,41.76,49.88,54.79,0.0819,0,0,100.54,30.12,209,189,9427.32,1534.6800000000007,5,1,2,1,-4.909999999999997,0.9103851067713087,0.0819,8.120000000000005,1.1058201058201058,128.0,154.0,132.57142857142858,51.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2025-01-12,54.33,41.76,55.91,53.96,0.0,0,0,100.41,30.12,124,122,6821.02,1726.2999999999995,6,1,2,1,1.9499999999999957,1.0361378799110452,0.0,14.149999999999999,1.0163934426229508,189.0,134.0,137.57142857142858,51.62285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-01-13,54.33,41.76,57.78,55.16,0.0,0,0,99.91,30.33,145,95,5489.1,1521.9000000000003,0,1,3,0,2.6200000000000045,1.0474981870920959,0.0,16.020000000000003,1.5263157894736843,122.0,153.0,135.85714285714286,52.505714285714284,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-01-14,54.33,41.76,52.58,55.11,0.0322,0,0,100.92,30.45,119,117,6151.86,1265.94,1,1,3,0,-2.530000000000001,0.9540918163672655,0.0322,10.82,1.017094017094017,95.0,107.0,127.57142857142857,53.48571428571428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2025-01-15,54.33,41.76,48.95,54.32,0.099,0,0,99.96,30.47,181,144,7048.8,1035.3600000000006,2,1,3,0,-5.369999999999997,0.9011413843888071,0.099,7.190000000000005,1.2569444444444444,117.0,152.0,129.0,52.67571428571428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2025-01-16,54.33,41.76,52.43,55.12,0.0349,0,0,99.81,30.32,222,148,7759.64,1579.1600000000003,3,1,3,0,-2.6899999999999977,0.9511973875181423,0.0349,10.670000000000002,1.5,144.0,100.0,127.85714285714286,52.18142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-01-17,54.33,41.76,59.47,52.41,0.0,0,0,100.11,30.38,150,106,6303.82,1877.26,4,1,3,0,7.060000000000002,1.1347071169624119,0.0,17.71,1.4150943396226414,148.0,128.0,134.71428571428572,52.628571428571426,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-01-18,54.33,41.76,51.02,58.24,0.061,0,0,100.13,30.48,173,121,6173.42,1120.4600000000007,5,1,3,1,-7.219999999999999,0.8760302197802198,0.061,9.260000000000005,1.4297520661157024,106.0,189.0,131.57142857142858,53.857142857142854,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-01-19,54.33,41.76,54.76,54.61,0.0,1,0,100.14,30.66,156,151,8268.76,1963.0,6,1,3,1,0.14999999999999858,1.002746749679546,0.0,13.0,1.033112582781457,121.0,122.0,121.85714285714286,54.019999999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-01-20,54.33,41.76,56.46,54.0,0.0,0,0,99.76,30.68,137,110,6210.6,1617.0000000000002,0,1,4,0,2.460000000000001,1.0455555555555556,0.0,14.700000000000003,1.2454545454545454,151.0,95.0,126.0,53.855714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-01-21,54.33,41.76,56.53,55.26,0.0,0,0,100.55,30.61,117,117,6614.01,1728.0900000000004,1,1,4,0,1.2700000000000031,1.0229822656532754,0.0,14.770000000000003,1.0,110.0,117.0,128.14285714285714,53.667142857142856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-01-22,54.33,41.76,54.35,55.25,0.0,0,0,99.96,30.63,158,108,5869.8,1359.7200000000005,2,1,4,0,-0.8999999999999986,0.9837104072398191,0.0,12.590000000000003,1.462962962962963,117.0,144.0,128.14285714285714,54.23142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2025-01-23,54.33,41.76,49.29,54.11,0.0928,0,0,99.91,30.43,187,108,5323.32,813.2400000000001,3,1,4,0,-4.82,0.9109221955276289,0.0928,7.530000000000001,1.7314814814814814,108.0,148.0,123.0,55.00285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2025-01-24,54.33,41.76,54.57,53.31,0.0,0,0,99.7,30.54,180,132,7203.24,1690.9200000000003,4,1,4,0,1.259999999999998,1.0236353404614518,0.0,12.810000000000002,1.3636363636363635,108.0,106.0,117.28571428571429,54.55428571428571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-01-25,54.33,41.76,59.5,56.05,0.0,0,0,100.99,30.98,99,99,5890.5,1756.2600000000002,5,1,4,1,3.450000000000003,1.0615521855486174,0.0,17.740000000000002,1.0,132.0,121.0,121.0,53.854285714285716,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-01-26,54.33,41.76,50.78,56.53,0.0653,0,0,100.34,30.61,154,144,7312.32,1298.8800000000006,6,1,4,1,-5.75,0.898284096939678,0.0653,9.020000000000003,1.0694444444444444,99.0,151.0,117.85714285714286,55.06571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-01-27,54.33,41.76,51.59,51.7,0.0505,0,0,100.41,31.0,312,209,10782.31,2054.470000000001,0,1,5,0,-0.10999999999999943,0.997872340425532,0.0505,9.830000000000005,1.492822966507177,144.0,110.0,116.85714285714286,54.49714285714286,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
2025-01-28,54.33,41.76,43.91,56.87,0.1917,1,0,100.09,30.74,222,186,8167.259999999999,399.89999999999975,1,1,5,0,-12.96,0.7721118340073853,0.1917,2.1499999999999986,1.1935483870967742,209.0,117.0,131.0,53.80142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-01-29,54.33,41.76,54.36,56.17,0.0,0,0,100.19,30.82,172,131,7121.16,1650.6,2,1,5,0,-1.8100000000000023,0.967776393092398,0.0,12.600000000000001,1.3129770992366412,186.0,108.0,140.85714285714286,51.99857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-01-30,54.33,41.76,59.11,53.22,0.0,0,0,100.6,30.83,175,117,6915.87,2029.9500000000005,3,1,5,0,5.890000000000001,1.1106726794438182,0.0,17.35,1.4957264957264957,131.0,108.0,144.14285714285714,52.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2025-01-31,54.33,41.76,49.67,54.3,0.0858,0,0,100.29,30.93,226,160,7947.200000000001,1265.6000000000006,4,1,5,0,-4.6299999999999955,0.9147329650092082,0.0858,7.910000000000004,1.4125,117.0,132.0,145.42857142857142,53.40285714285715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-01,54.33,41.76,51.57,52.73,0.0508,1,0,100.21,30.91,235,173,8921.61,1697.1300000000003,5,2,5,1,-1.1599999999999966,0.9780011378721791,0.0508,9.810000000000002,1.3583815028901733,160.0,99.0,149.42857142857142,52.702857142857134,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-02-02,54.33,41.76,59.01,52.77,0.0,0,0,99.83,30.7,181,155,9146.55,2673.75,6,2,5,1,6.239999999999995,1.1182490051165435,0.0,17.25,1.167741935483871,173.0,144.0,160.0,51.57,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2025-02-03,54.33,41.76,57.88,55.35,0.0,0,0,100.7,30.9,149,130,7524.400000000001,2095.6000000000004,0,2,6,0,2.530000000000001,1.0457091237579044,0.0,16.120000000000005,1.146153846153846,155.0,209.0,161.57142857142858,52.74571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-02-04,54.33,41.76,53.77,56.94,0.0103,0,0,100.3,30.83,126,126,6775.02,1513.260000000001,1,2,6,0,-3.1699999999999946,0.9443273621355814,0.0103,12.010000000000005,1.0,130.0,186.0,150.28571428571428,53.644285714285715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2025-02-05,54.33,41.76,54.87,53.83,0.0,0,0,100.03,30.84,191,161,8834.07,2110.71,2,2,6,0,1.0399999999999991,1.0193200817388073,0.0,13.11,1.186335403726708,126.0,131.0,141.71428571428572,55.05285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2025-02-06,54.33,41.76,57.83,53.15,0.0,0,0,100.59,31.16,139,125,7228.75,2008.75,3,2,6,0,4.68,1.0880526810912512,0.0,16.07,1.112,161.0,117.0,146.0,55.12571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-02-07,54.33,41.76,55.54,53.07,0.0,1,0,100.49,31.15,202,133,7386.82,1832.74,4,2,6,0,2.469999999999999,1.0465423026191822,0.0,13.780000000000001,1.518796992481203,125.0,160.0,147.14285714285714,54.942857142857136,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-02-08,54.33,41.76,42.95,53.82,0.2094,1,0,100.68,30.97,234,181,7773.950000000001,215.39000000000087,5,2,6,1,-10.869999999999997,0.7980304719435155,0.2094,1.1900000000000048,1.292817679558011,133.0,173.0,143.28571428571428,55.78142857142858,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-02-09,54.33,41.76,58.34,52.48,0.0,0,0,100.19,30.79,130,107,6242.38,1774.0600000000006,6,2,6,1,5.8600000000000065,1.1116615853658538,0.0,16.580000000000005,1.2149532710280373,181.0,155.0,144.42857142857142,54.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2025-02-10,54.33,41.76,49.59,53.15,0.0872,1,0,101.13,31.09,209,175,8678.25,1370.250000000001,0,2,7,0,-3.559999999999995,0.9330197554092193,0.0872,7.830000000000005,1.1942857142857144,107.0,130.0,137.57142857142858,54.45428571428572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2025-02-11,54.33,41.76,55.24,53.0,0.0,0,0,100.75,30.72,136,105,5800.2,1415.4000000000003,1,2,7,0,2.240000000000002,1.0422641509433963,0.0,13.480000000000004,1.2952380952380953,175.0,126.0,144.0,53.269999999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-02-12,54.33,41.76,59.62,55.75,0.0,0,0,100.08,31.33,154,120,7154.4,2143.2,2,2,7,0,3.8699999999999974,1.0694170403587444,0.0,17.86,1.2833333333333334,105.0,161.0,141.0,53.480000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-13,54.33,41.76,53.4,55.85,0.017,0,0,100.15,31.05,127,105,5607.0,1222.2,3,2,7,0,-2.450000000000003,0.956132497761862,0.017,11.64,1.2095238095238094,120.0,125.0,135.14285714285714,54.15857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2025-02-14,54.33,41.76,53.79,53.12,0.0099,0,0,100.49,31.09,100,100,5379.0,1203.0,4,2,7,0,0.6700000000000017,1.0126129518072289,0.0099,12.030000000000001,1.0,105.0,133.0,132.28571428571428,53.52571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2025-02-15,54.33,41.76,54.55,52.64,0.0,0,0,100.66,31.15,220,141,7691.549999999999,1803.39,5,2,7,1,1.9099999999999966,1.0362841945288752,0.0,12.79,1.5602836879432624,100.0,181.0,127.57142857142857,53.27571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-16,54.33,41.76,56.55,54.89,0.0,0,0,100.44,31.25,171,152,8595.6,2248.08,6,2,7,1,1.6599999999999966,1.0302423027873928,0.0,14.79,1.125,141.0,107.0,121.85714285714286,54.932857142857145,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-17,54.33,41.76,50.61,50.55,0.0685,1,0,100.42,30.94,247,200,10122.0,1770.0000000000002,0,2,8,0,0.060000000000002274,1.0011869436201781,0.0685,8.850000000000001,1.235,152.0,175.0,128.28571428571428,54.67714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-18,54.33,41.76,59.55,53.39,0.0,0,0,100.53,31.25,67,67,3989.85,1191.9299999999998,1,2,8,0,6.159999999999997,1.1153774115002808,0.0,17.79,1.0,200.0,105.0,131.85714285714286,54.82285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2025-02-19,54.33,41.76,52.65,54.63,0.0309,0,0,100.52,30.97,201,141,7423.65,1535.49,2,2,8,0,-1.980000000000004,0.9637561779242174,0.0309,10.89,1.425531914893617,67.0,120.0,126.42857142857143,55.43857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-02-20,54.33,41.76,52.86,51.53,0.0271,0,0,100.31,31.06,226,137,7241.82,1520.7000000000005,3,2,8,0,1.3299999999999983,1.0258102076460314,0.0271,11.100000000000001,1.6496350364963503,141.0,105.0,129.42857142857142,54.442857142857136,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-02-21,54.33,41.76,48.03,52.84,0.116,1,0,100.58,31.28,184,184,8837.52,1153.6800000000003,4,2,8,0,-4.810000000000002,0.9089704769114307,0.116,6.270000000000003,1.0,137.0,100.0,134.0,54.36571428571428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2025-02-22,54.33,41.76,54.46,54.78,0.0,0,0,101.07,31.13,156,155,8441.3,1968.5000000000005,5,2,8,1,-0.3200000000000003,0.9941584519897773,0.0,12.700000000000003,1.0064516129032257,184.0,141.0,146.0,53.54285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-23,54.33,41.76,49.12,51.55,0.096,0,0,100.62,31.06,167,156,7662.719999999999,1148.16,6,2,8,1,-2.4299999999999997,0.9528612997090203,0.096,7.359999999999999,1.0705128205128205,155.0,152.0,148.0,53.529999999999994,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-24,54.33,41.76,49.84,53.83,0.0826,0,0,101.11,31.31,258,149,7426.160000000001,1203.9200000000008,0,2,9,0,-3.989999999999995,0.9258777633289987,0.0826,8.080000000000005,1.7315436241610738,156.0,200.0,148.57142857142858,52.46857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2025-02-25,54.33,41.76,55.92,51.61,0.0,0,0,100.92,31.05,173,121,6766.320000000001,1713.3600000000004,1,2,9,0,4.310000000000002,1.0835109474907965,0.0,14.160000000000004,1.4297520661157024,149.0,67.0,141.28571428571428,52.35857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-26,54.33,41.76,50.78,52.89,0.0653,0,0,100.43,31.11,105,105,5331.900000000001,947.1000000000004,2,2,9,0,-2.1099999999999994,0.9601058801285688,0.0653,9.020000000000003,1.0,121.0,141.0,149.0,51.839999999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-02-27,54.33,41.76,50.75,55.07,0.0658,0,0,100.84,31.1,213,168,8526.0,1510.3200000000004,3,2,9,0,-4.32,0.9215543853277647,0.0658,8.990000000000002,1.2678571428571428,105.0,137.0,143.85714285714286,51.57285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-02-28,54.33,41.76,54.41,52.61,0.0,0,0,100.45,31.28,146,131,7127.709999999999,1657.15,4,2,9,0,1.7999999999999972,1.034214027751378,0.0,12.649999999999999,1.1145038167938932,168.0,184.0,148.28571428571428,51.271428571428565,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-03-01,54.33,41.76,54.68,51.89,0.0,0,0,100.57,31.19,159,141,7709.88,1821.7200000000005,5,3,9,1,2.789999999999999,1.0537675852765465,0.0,12.920000000000002,1.127659574468085,131.0,155.0,140.71428571428572,52.182857142857145,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-03-02,54.33,41.76,50.95,55.2,0.0621,1,0,100.97,31.11,91,91,4636.45,836.2900000000004,6,3,9,1,-4.25,0.9230072463768116,0.0621,9.190000000000005,1.0,141.0,156.0,138.71428571428572,52.214285714285715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2025-03-03,54.33,41.76,50.87,53.99,0.0638,0,0,100.44,31.23,150,127,6460.49,1156.97,0,3,10,0,-3.1200000000000045,0.9422115206519726,0.0638,9.11,1.1811023622047243,91.0,149.0,129.42857142857142,52.47571428571428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2025-03-04,54.33,41.76,57.75,53.33,0.0,0,0,100.51,31.29,159,124,7161.0,1982.76,1,3,10,0,4.420000000000002,1.0828801800112506,0.0,15.990000000000002,1.282258064516129,127.0,121.0,126.28571428571429,52.62285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-03-05,54.33,41.76,52.99,55.95,0.0246,0,0,101.32,31.16,138,121,6411.79,1358.8300000000004,2,3,10,0,-2.960000000000001,0.9470956210902591,0.0246,11.230000000000004,1.140495867768595,124.0,105.0,126.71428571428571,52.88428571428572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-03-06,54.33,41.76,55.68,55.29,0.0,0,0,100.64,31.32,137,137,7628.16,1907.04,3,3,10,0,0.39000000000000057,1.0070537167661422,0.0,13.920000000000002,1.0,121.0,168.0,129.0,53.199999999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2025-03-07,54.33,41.76,48.17,53.98,0.1134,1,0,101.07,31.34,199,191,9200.47,1224.3100000000006,4,3,10,0,-5.809999999999995,0.8923675435346425,0.1134,6.410000000000004,1.0418848167539267,137.0,131.0,124.57142857142857,53.90428571428571,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2025-03-08,54.33,41.76,50.1,55.52,0.0779,0,0,100.88,31.24,229,153,7665.3,1276.0200000000004,5,3,10,1,-5.420000000000002,0.9023775216138328,0.0779,8.340000000000003,1.4967320261437909,191.0,141.0,133.14285714285714,53.01285714285715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-03-09,54.33,41.76,49.95,56.04,0.0805,1,0,100.61,31.32,184,184,9190.8,1506.960000000001,6,3,10,1,-6.089999999999996,0.8913276231263384,0.0805,8.190000000000005,1.0,153.0,91.0,134.85714285714286,52.35857142857143,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2025-03-10,54.33,41.76,55.54,54.14,0.0,0,0,100.49,30.84,200,161,8941.94,2218.5800000000004,0,3,11,0,1.3999999999999986,1.0258588843738456,0.0,13.780000000000001,1.2422360248447204,184.0,127.0,148.14285714285714,52.215714285714284,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-03-11,54.33,41.76,55.49,52.01,0.0,0,0,100.98,31.22,186,168,9322.32,2306.640000000001,1,3,11,0,3.480000000000004,1.0669102095750818,0.0,13.730000000000004,1.1071428571428572,161.0,124.0,153.0,52.88285714285714,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
2025-03-12,54.33,41.76,52.54,52.9,0.033,0,0,101.54,31.25,135,135,7092.9,1455.3000000000002,2,3,11,0,-0.35999999999999943,0.9931947069943289,0.033,10.780000000000001,1.0,168.0,121.0,159.28571428571428,52.56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-03-13,54.33,41.76,53.81,52.52,0.0096,0,0,100.29,31.36,114,114,6134.34,1373.7000000000005,3,3,11,0,1.2899999999999991,1.0245620715917745,0.0096,12.050000000000004,1.0,135.0,137.0,161.28571428571428,52.49571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2025-03-14,54.33,41.76,45.82,55.59,0.1567,1,0,101.04,31.14,164,164,7514.48,665.8400000000004,4,3,11,0,-9.770000000000003,0.8242489656413023,0.1567,4.060000000000002,1.0,114.0,191.0,158.0,52.228571428571435,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-03-15,54.33,41.76,49.63,53.94,0.0866,0,0,100.97,31.54,196,144,7146.72,1133.2800000000009,5,3,11,1,-4.309999999999995,0.9200964034111977,0.0866,7.8700000000000045,1.3611111111111112,164.0,153.0,154.14285714285714,51.89285714285715,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2025-03-16,54.33,41.76,57.32,52.69,0.0,0,0,100.81,31.06,193,127,7279.64,1976.1200000000003,6,3,11,1,4.630000000000003,1.08787246156766,0.0,15.560000000000002,1.5196850393700787,144.0,184.0,152.85714285714286,51.82571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
